vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs
1fm5k7b88ggb44162,Yes,Recall Incomplete,Rear Toe Link Replacement,21S32/21v537,24/09/21,Vehicles Exposed To A Corrosive Environment Where Road Salt Is Used Extensively During Winter Months Could Experience A Seized Rear Suspension Toe Link Ball Joint Resulting In A Fractured Rear Suspension Toe Link.,"A Rear Toe Link Fracture May Cause A Loss Of Steering Control, Increasing The Risk Of A Crash.",Ford Motor Company Has Authorized Your Dealer To Replace Both Rear Toe Links And Adjust Rear Toe Free Of Charge Parts And Labor.,"[{'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1fm5k7b88ggb44162,Yes,Recall Incomplete,Rear Toe Link Ball Joint Inspection,20S62/20V675,30/10/20,Our Records Indicate That A Ford Safety Recall Was Previously Performed On Your Vehicle To Replace The Rear Suspension Toe Links.  Assessment Of Field Data Indicates That The Ball Joint Used To Attach The Rear Toe Link May Be Susceptible To Seizing In Certain High Corrosion Areas.  A Seized Toe Link Ball Joint Can Increase Bending Stresses In The Toe Link And Potentially Lead To A Fracture.,"Rear Toe Link Fracture While Driving Could Result In Unusual Vehicle Handling Characteristics, Or Difficulty Controlling The Vehicle And May Increase The Risk Of A Crash.","Ford Motor Company Has Authorized Your Dealer To Inspect Both Rear Toe Link Ball Joints And, If Necessary, Replace The Rear Wheel Knuckle(S), And Adjust Rear Toe Free Of Charge (Parts And Labor).","[{'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1fm5k7b88ggb44162,Yes,Recall Incomplete,Roof Rack Trim Detachment,21S22/21V316,05/05/21,Roof Rack Trim Detachment,"A Roof Rail Cover That Detaches While Driving Can Create A Road Hazard For Other Users, Increasing The Risk Of A Crash.",Owners Will Be Notified By Mail And Instructed To Take Their Vehicle To A Ford Or Lincoln Dealer To Have The Roof Rail Secured Using Plastic Push-Pins.  There Will Be No Charge For This Service,"[{'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1FTYR10D57PA46619,Yes,Recall Incomplete,Passenger Airbag Inflator Replacement Parts Are Readily Available,19S01/19V001,28/01/19,The Passenger Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Passenger Airbag.,"If An Inflator Explodes, Sharp Metal Fragments Could Strike The Passenger Or Other Occupants, Causing Serious Injury Or Death.",Parts Are Now Available To Repair Your Vehicle. Dealers Will Replace The Passenger Airbag Inflator Free Of Charge.,[]
1FTYR10D57PA46619,Yes,Recall Incomplete,Driver Airbag Inflator Replacement,21S12/21V158,25/03/21,Driver Airbag Inflator Replacement,"The Driver Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Driver Airbag. If An Airbag Inflator Explodes, Sharp Metal Fragments Could Strike The Driver Or Other Occupants Causing Serious Injury Or Death.","Ford Motor Company Is Working Closely With Its Suppliers To Produce Parts For This Repair. When Parts Become Available In Sufficient Quantities, Owners Will Be Notified By Mail And Instructed To Take Their Vehicle To A Ford Or Lincoln Dealer To Have The Driver Airbag Inflator Replaced. There Will Be No Charge For This Service.",[]
1FALP42X0TF112167,Yes,Recall Incomplete,Park Brake Control Assembly,00S37/00V349000,30/10/00,"Vehicle Description:  Passenger Vehicles Equipped With Manual Transmissions.   If A Vehicle Is Parked With The Parking Brake Not Fully Applied And Not In First Gear, As Directed In The Owner Guide, And The Self Adjustment Pawl Subsequently Skips One Or Two Teeth, The Vehicle Could Move On Some Grades.",This Could Result In Unintended Vehicle Movement And A Vehicle Crash Without Prior Warning.,Dealers Will Modify The Parking Brake Control And Install A Plate Or Over-Bracket To The Control To Lock The Self Adjust Mechanism In Position Following Adjustment.,[]
1FMCU0G99DUD16142,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,"[{'description': 'EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS', 'campaign': '14N02', 'date': '2014-08-26'}]"
1FADP3F2XGL279592,Yes,Recall Incomplete,Fuel Tank Deformation,18S32/18V735,22/10/18,"On Your Vehicle, The Pcm Software May Not Adequately Detect A Stuck-Open Canister Purge Valve (Cpv) Within The Fuel Vapor System. If The Cpv Malfunctions And Sticks Open, It Can Lead To Excessive Vacuum In The Fuel Vapor System, Potentially Deforming The Plastic Fuel Tank. This Can Cause The Following Symptoms: Illuminated Malfunction Indicator Lamp (Mil) With Certain Diagnostic Trouble Codes (Dtcs) Inaccurate Or Erratic Fuel Gauge Indication Inaccurate Distance To Empty (Dte) Engine Stall And/Or Other Drivability Concerns Related To Stuck Open Cpv","This May Result In An Engine Stall While Driving Without Warning Or Without The Ability To Restart, And Can Increase The Risk Of A Crash.","Parts And Software Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Update Your Vehicle S Pcm Software, Check For Dtcs Or Other Evidence Of A Leaking Cpv, And Perform Any Additional Required Repairs As Required, Free Of Charge (Parts And Labor).If You Installed A Ford Performance Calibration On Your 2013-2018 Focus St, You Must Still Have This Safety Recall Performed. You May Contact Ford Performance To Obtain An Updated Ford Performance Calibration For Your Vehicle After This Recall Has Been Completed.Contact The Ford Performance Techline By Calling 800-367-3788 Or Online Https://Performanceparts.Ford.Com/Contact-Us",[]
1FTPW14524KD25865,Yes,Recall Incomplete,Clockspring To Driver Side Frontal Air Bag Wire Harness Replacement,11S18/11V107000,23/02/11,"Ford Is Recalling Certain Model Year 2004-2006 F-150 Pick Up Trucks As Well As Certain Model Year 2006 Lincoln Mark Lt Vehicles. If The Clockspring Jumper Wire Comes In Contact With The Driver Side Frontal Air Bag Lower Horn Plate, The Wire Insulation May Become Chafed, Creating A Potential For A Short Circuit.  If This Occurs The Air Bag Warning Lamp May Illuminate Indicating That Service Is Required.",The Driver Side Frontal Air Bag Could Inadvertently Deploy Increasing The Risk Of Injury Or Loss Of Vehicle Control If Occurring While In Motion.,"Ford Will Notify Owners And Instruct Them To Take Their Vehicles To A Ford Or Lincoln/Mercury Dealer To Have A New Clockspring Jumper Wire Installed That Incorporates A Protective Mesh Cover.  Repairs Will Be Performed Free Of Charge.  This Safety Recall Began On Some Vehicles In March 2011.  The Recall Campaign On The Expanded Population Is Expected To Begin On Or About May 9, 2011.   Owners May Contact The Ford Motor Company Customer Relationship Center At 1-866-436-7332.",[]
1FAHP3K26CL428338,Yes,Recall Incomplete,Fuel Tank Deformation,18S32/18V735,22/10/18,"On Your Vehicle, The Pcm Software May Not Adequately Detect A Stuck-Open Canister Purge Valve (Cpv) Within The Fuel Vapor System. If The Cpv Malfunctions And Sticks Open, It Can Lead To Excessive Vacuum In The Fuel Vapor System, Potentially Deforming The Plastic Fuel Tank. This Can Cause The Following Symptoms: Illuminated Malfunction Indicator Lamp (Mil) With Certain Diagnostic Trouble Codes (Dtcs) Inaccurate Or Erratic Fuel Gauge Indication Inaccurate Distance To Empty (Dte) Engine Stall And/Or Other Drivability Concerns Related To Stuck Open Cpv","This May Result In An Engine Stall While Driving Without Warning Or Without The Ability To Restart, And Can Increase The Risk Of A Crash.","Parts And Software Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Update Your Vehicle S Pcm Software, Check For Dtcs Or Other Evidence Of A Leaking Cpv, And Perform Any Additional Required Repairs As Required, Free Of Charge (Parts And Labor).If You Installed A Ford Performance Calibration On Your 2013-2018 Focus St, You Must Still Have This Safety Recall Performed. You May Contact Ford Performance To Obtain An Updated Ford Performance Calibration For Your Vehicle After This Recall Has Been Completed.Contact The Ford Performance Techline By Calling 800-367-3788 Or Online Https://Performanceparts.Ford.Com/Contact-Us","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FM5K7D85DGC29825,No,,,,,,,,"[{'description': 'REAR TOE LINK REPLACEMENT', 'campaign': '21R01', 'date': '2022-11-04'}, {'description': 'DOOR LATCH', 'campaign': '19N09', 'date': '2019-12-12'}]"
1FTPW12565KE28601,No,,,,,,,,[]
1FTFW1EV2AFB46059,No,,,,,,,,[]
1fmzu73e62zc37632,No,,,,,,,,[]
1FTFW1E54MFC10378,Yes,Recall Incomplete,Both Front Wiper Arm Replacement,22S26/22V250,14/04/22,"On Your Vehicle, It May Be Possible For The Vehicle Wiper Arms To Perform Erratically. This Condition Can Potentially Lead To A Wiper Arm That Becomes Inoperable And Or Separated From The Vehicle, Which Can Result In Reduced Visibility In Certain Conditions.",A Wiper Arm That Becomes Inoperable Andor Separated From The Vehicle Can Result In Reduced Visibility In Certain Conditions,"Ford Motor Company Is Working Closely With Its Suppliers To Produce Parts For This Repair. When Parts Become Available, Ford Motor Company Will Notify You Via Mail To Schedule A Service Appointment With Your Dealer For Repairs To Be Completed Free Of Charge Parts And Labor. Parts Are Anticipated To Be Available In Small Quantities 4  Quarter 2022.","[{'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M08', 'date': '2022-05-20'}]"
1FTYR14X9XTA40818,Yes,Recall Incomplete,Speed Control System Modification,05S28/05V017000,27/01/05,"On Certain Sport Utility Vehicles And Pickup Trucks, The Speed Control Deactivation Switch May Overheat, Smoke, Or Burn.",This Condition Could Lead To A Fire.  Fires Have Occurred While The Vehicles Were Parked With The Ignition 'Off.',"As An Interim Repair, Owners Will Be Instructed To Return Their Vehicles To Their Dealers To Have The Speed Control Deactivation Switch Disconnected.  As Soon As Replacement Parts Are Available (Early April 2005), Owners Will Be Instructed To Return To The Dealers For Installation Of A New Switch Free Of Charge.  Owners May Contact Ford At 1-866-436-7332.  (Note:  Also See Recalls 05V388 And 06V286)",[]
1FTCR10A6MTA10568,No,,,,,,,,[]
1FMZU73KX5UB63008,No,,,,,,,,[]
1FTCR15X0TPA31453,Yes,Recall Incomplete,Speed Control System Modification,09S09/09V399000,13/10/09,"Ford Is Recalling Model Years 1995-2003 Windstar, 2000-2003 Excursion Diesel, 1993-1997 And 1999-2003 F-250 Sd Through F-550 Sd Diesel, 1992-2003 E-150 Through E-550, 1995-2002 Explorer, 1997 And 2002 Mercury Mountaineer, 1995-1997 And 2001-2003 Ranger, And 1994 F53 Vehicles Equipped With The Texas Instruments Speed Control Deactivation Switch (Scds).  The Scds May Leak Internally And Then Overheat, Smoke, Or Burn.",A Vehicle Fire Could Occur With Or Without The Engine Running.,"Ford Will Notify Owners That Dealers Will Install A Fused Wiring Harness In Line With The Scds.  On 1999-2003 Windstar Vehicles With A Leaking Scds, Dealers Will Also Inspect The Abs Control Module Connector And Repair As Necessary.  Repairs Will Be Completed Free Of Charge.  The Safety Recall Began On October 27, 2009.  Owners May Contact Ford At 1-888-222-2751.",[]
1FTRX17L42NA45599,No,,,,,,,,[]
1FTCR10A6NTA27792,No,,,,,,,,[]
1FMPU16L31LA53765,No,,,,,,,,[]
1ZVHT80N685208495,No,,,,,,,,[]
1FTRF07223KD41762,No,,,,,,,,[]
1FTEW1EP6HFB64927,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}]"
1fmcu9d70akc13772,No,,,,,,,,"[{'description': 'ELECTRONIC THROTTLE BODY EXTENDED COVERAGE', 'campaign': '13N03', 'date': '2014-01-10'}]"
1FMJK1HT1JEA27422,No,,,,,,,,[]
1FTPW12V68FB66737,No,,,,,,,,[]
1FMCU9EG6CKB48203,No,,,,,,,,"[{'description': 'ELECTRONIC THROTTLE BODY EXTENDED COVERAGE', 'campaign': '13N03', 'date': '2014-01-10'}]"
1FA6P8TH6K5156819,No,,,,,,,,[]
1FTPX14554NB09049,Yes,Recall Incomplete,Clockspring To Driver Side Frontal Air Bag Wire Harness Replacement,11S18/11V107000,23/02/11,"Ford Is Recalling Certain Model Year 2004-2006 F-150 Pick Up Trucks As Well As Certain Model Year 2006 Lincoln Mark Lt Vehicles. If The Clockspring Jumper Wire Comes In Contact With The Driver Side Frontal Air Bag Lower Horn Plate, The Wire Insulation May Become Chafed, Creating A Potential For A Short Circuit.  If This Occurs The Air Bag Warning Lamp May Illuminate Indicating That Service Is Required.",The Driver Side Frontal Air Bag Could Inadvertently Deploy Increasing The Risk Of Injury Or Loss Of Vehicle Control If Occurring While In Motion.,"Ford Will Notify Owners And Instruct Them To Take Their Vehicles To A Ford Or Lincoln/Mercury Dealer To Have A New Clockspring Jumper Wire Installed That Incorporates A Protective Mesh Cover.  Repairs Will Be Performed Free Of Charge.  This Safety Recall Began On Some Vehicles In March 2011.  The Recall Campaign On The Expanded Population Is Expected To Begin On Or About May 9, 2011.   Owners May Contact The Ford Motor Company Customer Relationship Center At 1-866-436-7332.",[]
1FTDF15YXGNA76326,No,,,,,,,,[]
1FTEF14N2KNA49495,No,,,,,,,,[]
1FMRU1766WLC42709,No,,,,,,,,[]
1fmhk7f89bga00510,Yes,Recall Incomplete,2011-2013 Explorer Built With Rubber Bushings Or Zf CabjS Corrosion,21S43/21V746,04/11/21,"Vehicles Exposed To A Corrosive Environment Where Road Salt Is Used Extensively During Winter Months, Could Experience A Seized Rear Suspension Toe Link Ball Joint Resulting In A Fractured Rear Suspension Toe Link. While Your Vehicle Was Not Originally Built With Rear Toe Link Ball Joints Susceptible To This Condition, Our Records Indicate That Susceptible Components Were Subsequently Installed On Your Vehicle During Rear Suspension Service.","A Seized Toe Link Ball Joint Can Cause A Toe Link Fracture. Rear Toe Link Fracture While Driving Could Result In Unusual Vehicle Handling Characteristics, Or Difficulty Controlling The Vehicle, And May Increase The Risk Of A Crash.",Ford Motor Company Has Authorized Your Dealer To Inspect Both Toe Link Connections To Confirm That A Susceptible Ball Joint Was Installed. If Your Vehicle Has A Susceptible Ball Joint Installed Then Your Dealer Will Replace Both Rear Toe Links With An Updated Design. These Services Must Be Performed On All Affected Vehicles At No Charge To The Vehicle Owner.,"[{'description': 'EPAS STEERING EFFORTS', 'campaign': '15N01', 'date': '2015-06-30'}]"
1FMZU67K54UB10624,No,,,,,,,,[]
1FMPU16L13LA35039,No,,,,,,,,[]
1FAHP3GN0AW183986,No,,,,,,,,[]
1FADP3F28FL242443,No,,,,,,,,[]
1FA6P8R0XM5550313,No,,,,,,,,[]
1FTEW1E43KKE35897,No,,,,,,,,[]
1FMCU9J98JUC99729,No,,,,,,,,[]
1FMJK2AT2MEA13551,No,,,,,,,,[]
1ZVBP8AM5C5237625,Yes,Recall Incomplete,Passenger Airbag Inflator Replacement Parts Are Readily Available,19S01/19V001,28/01/19,The Passenger Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Passenger Airbag.,"If An Inflator Explodes, Sharp Metal Fragments Could Strike The Passenger Or Other Occupants, Causing Serious Injury Or Death.",Parts Are Now Available To Repair Your Vehicle. Dealers Will Replace The Passenger Airbag Inflator Free Of Charge.,[]
1ftex1c51jfa69258,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}]"
1FTEW1C45KKD05901,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '19N06', 'date': '2019-10-01'}]"
