vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs,raw_json
1G1ZS58F67F107478,Yes,complete,Brake Lamp Malfunction,14V252,2014-05-14,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura Vehicles.  On These Vehicles, Over Time An Increased Resistance Can Develop In The Body Control Module (Bcm) Connection System And Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Service Brake Lamp Malfunction.  As A Result, The Service Brake Lamps May Illuminate When The Service Brakes Are Not Being Applied, Or May Not Illuminate When The Service Brakes Are Being Applied.  Additionally, Cruise Control May Not Engage.  If Cruise Control Is Engaged, Additional Service Brake Pedal Travel May Be Required To Disengage It.  Service Brake Pedal Application May Not Be Required To Move The Shift Lever Out Of Park, Or Additional Service Brake Pedal Travel May Be Required To Move The Shift Lever Out Of Park.  Traction Control, Electronic Stability Control, And Panic Braking Assist Features, If Equipped, May Be Disabled.  Service Esc And/Or Traction Control Tell-Tales May Illuminate With This Condition.",These Conditions May Increase The Risk Of A Crash.,"Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To Both The Bcm And Harness Connector And On The Bas And Harness Connector, And Relearn The Brake Pedal Home Position Free Of Charge.",,
1G1ZS58F67F107478,Yes,complete,Electric Power Steering Assist,15V064,2015-02-03,"General Motors Has Decided That A Defect, Which Relates To Motor Vehicle Safety, Exists In Certain 2006 And 2007 Model Year (My) Chevrolet Malibu, Malibu Maxx, And Pontiac G6 Vehicles Equipped With Electronic Power Steering (Eps).  These Vehicles May Experience A Sudden Loss Of Power Steering Assist That Could Occur At Any Time While Driving.","If The Power Steering Assist Is Lost, A Message Is Displayed On The Driver Information Center And A Chime Sounds To Inform The Driver.  Steering Control Can Be Maintained, As The Vehicle Will Revert To A Manual Steering Mode, But Would Require Greater Driver Effort At Low Vehicle Speeds, Which Could Result In An Increased Risk Of A Crash.",Dealers Will Replace The Torque Sensor Assembly Free Of Charge.,,
1G1ZS58F67F107478,Yes,complete,Transmission Shift Cable Fracture,14V224,2014-04-29,General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2004-2008 My Chevrolet Malibu (Gmx380) And 2005-2008 My Pontiac G6 With 4-Speed Transmissions (Mn5); Except For Vehicles Already Repaired Under Safety Recall 12106 12V-460 With Labor Code V2671 Or V2672 And 2007 And Some 2008 My Saturn Aura Vehicles Equipped With A 4-Speed Automatic Transmission (Me7/Mn5).  These Vehicles Have A Condition In Which The Transmission Shift Cable May Fracture At Any Time.,"When The Fracture Occurs, The Driver May Not Be Able To Select A Different Gear Or Place The Transmission In Park.  If The Driver Cannot Place The Vehicle In Park, And Exits The Vehicle Without Applying The Park Brake, The Vehicle Could Roll Away And A Crash Could Occur Without Prior Warning.","Dealers Are To Inspect The Shift Cable Assembly, And Install A Shift Cable Clamshell, Or Replace The Shift Cable With A New Cable Kit And New Bracket If Necessary, Free Of Charge.",,
1GNSKCKCXHR343022,Yes,incomplete,Brake Assist Decreased Due To Vacuum Loss,,,"Some 2014 – 2018 Model Year Gm Vehicles May Have A Condition Where Customers May Experience Increased Brake Pedal Effort, Hard Brake Pedal, And/Or Potentially Increased Stopping Distance. The Condition Is More Prevalent At Low Speed When Softly Applying The Brakes. The Engine Mounted Mechanical Vacuum Pump Output May Decrease Over Time Decreasing The Amount Of Vacuum/Power Brake Assist. Failure To Follow Recommended Oil Change Intervals Could Contribute To This Condition. The Driver’S Information Center, (Dic) “Service Brake Assist” Alert Will Activate 2-5 Minutes After The Vacuum Level Drops, And A Diagnostic Trouble Code, (Dtc) Will Also Be Set. Even Where This Condition Occurs, The Hydraulic Brake System Remains Functional But May Require Additional Pedal Force.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Vacuum Pump And Vacuum Pump Belt.  The Repairs Will Be Made At No Charge To The Customer.,,
1GNSKCKCXHR343022,Yes,complete,Unexpected Pull To One Side,19V761,2019-10-24,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2014 – 2018 Model Year Chevrolet Silverado And Gmc Sierra 1500 Vehicles Equipped With Four-Wheel Drive, A 5.3-Liter Engine, And A 3.08-Ratio Rear Axle, And Certain 2015 – 2020 Model Year Chevrolet Suburban, Chevrolet Tahoe, And Gmc Yukon Equipped With Four-Wheel Drive, A 5.3-Liter Engine, And A 3.08-Ratio Rear Axle.  If A Wheel-Speed Sensor Fails In These Vehicles, A Software Error In The Vehicle’S Electronic-Brake Control Module (Ebcm) Can Cause The Vehicle’S Driveline-Protection System To Activate When (I) The Vehicle’S Electronic Transfer Case Is Set To Four-Wheel Drive Or Automatic Mode, And (Ii)  The Vehicle Is Driven Between The Speeds Of 41 And 60 Mph.  If The Driveline-Protection System Activates, The Driver Will Experience Unintended Braking On The Wheel On The Opposite Side Of The Failed Sensor.","If A Wheel-Speed Sensor Fails, The Vehicle’S Electronic Stability Control (Esc) And Anti-Lock Braking System (Abs) Malfunction Indicator Warning Lamps Will Illuminate And The Vehicle’S Driver Information Center Will Display A “Service Stabilitrak” Message.  If These Vehicles Are Driven In This Condition While In Four-Wheel Drive Or Automatic Mode At 41-60 Mph, Unintended Braking On One Wheel Can Occur, Causing The Vehicle To Pull To One Side, Increasing The Risk Of A Crash.  Owners Can Eliminate This Risk By Operating The Vehicle In Two-Wheel-Drive Mode Until The Recall Repair Is Performed.",Dealers Will Reprogram The Electronic Brake Control Module (Ebcm).,,
1GNSKCKCXHR343022,Yes,complete,Increased Brake Pedal Effort,19V645,2019-09-06,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2014-2018 Model Year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, Gmc Sierra, And Gmc Yukon Vehicles. In Some Circumstances, These Vehicle May Have A Condition In Which The Engine-Mounted Mechanical Vacuum Pump Output May Decrease Over Time, Decreasing The Amount Of Vacuum/Power Brake Assist.",.,Dealers Will Reprogram The Electronic Brake Control Module With A New Calibration That Will Improve How The System Utilizes The Hydraulic Brake Boost Assist Function When Vacuum Assist Is Depleted.,,
2GNALBEK9C1172335,Yes,complete,Wiper Transmission Arm Linkage Failure,,,"Some 2010-2017 Model Year Equinox Or Terrain Vehicles May Have A Condition Where A Link Ball Socket In The Front Wiper Transmission May Separate. If This Were To Occur, The Driver Would Experience A Sudden Loss Of Front Wiper Function.
	
This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Front Wiper Module With The Latest Version With Improved Sockets And A New Water Shield.  The Repairs Will Be Made At No Charge To The Customer.,,
2GNALBEK9C1172335,Yes,incomplete,Special Coverage 16118 - Expired,,,"Some 2012 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, Equipped With A 2.4L Engine, May Exhibit Excessive Engine Oil Consumption (Less Than 2,000 Miles [3,200 Km] Per Quart [0.946 L] Of Engine Oil), Due To Piston Ring Wear. If This Condition Is Present, An Audible Rattle Or Knock From The Engine May Be Heard.  The Engine Oil Pressure Telltale May Illuminate On The Instrument Panel Or The Following Message May Appear In The Driver Information Center: “Oil Pressure Low – Stop Engine”.",,Dealers Are To Perform An Oil Consumption Test And Install New Pistons And Piston Rings.  The Repairs Will Be Made At No Charge To The Customer.,,
2GNALBEK9C1172335,Yes,incomplete,Power Steering Stick-Slip,,,"Some 2012-2014 Model Year Buick Verano, 2011-2014 Model Year Chevrolet Cruze And Volt, 2010-2014 Model Year Chevrolet Equinox And Gmc Terrain, And 2013-2014 Model Year Chevrolet Malibu Vehicles May Have Increased Friction In The Steering System. This Could Cause The Steering Wheel To Stick In The Straight-Ahead Position After Driving Long Distances On A Straight Highway. The Steering Wheel Can Be Turned But It May Require Increased Effort.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2GNALBEK9C1172335,Yes,incomplete,Wiper Transmission Arm Linkage Failure – Usa Only,,,"On Certain 2010-2012 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, The Ball Joints In The Front Windshield Wiper Modules Of These Vehicles May Experience High Corrosion And Wear That Could Result In The Separation Of One Or More Ball Joints From Their Sockets During Wiper Operation.  If A Ball Joint Were To Separate, One Or Both Of The Windshield Wipers Could Become Inoperative.",,Dealers Are To Inspect The Front Wiper Assembly And Replace The Wiper Linkages Or Module As Necessary. The Repairs Will Be Made At No Charge To The Customer.,,
2GNALBEK9C1172335,Yes,complete,Oil Life Monitor Update,,,,,,,
1G1ZC5E02CF380599,Yes,complete,Brake Lamp Malfunction,14V252,2014-05-14,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura Vehicles.  On These Vehicles, Over Time An Increased Resistance Can Develop In The Body Control Module (Bcm) Connection System And Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Service Brake Lamp Malfunction.  As A Result, The Service Brake Lamps May Illuminate When The Service Brakes Are Not Being Applied, Or May Not Illuminate When The Service Brakes Are Being Applied.  Additionally, Cruise Control May Not Engage.  If Cruise Control Is Engaged, Additional Service Brake Pedal Travel May Be Required To Disengage It.  Service Brake Pedal Application May Not Be Required To Move The Shift Lever Out Of Park, Or Additional Service Brake Pedal Travel May Be Required To Move The Shift Lever Out Of Park.  Traction Control, Electronic Stability Control, And Panic Braking Assist Features, If Equipped, May Be Disabled.  Service Esc And/Or Traction Control Tell-Tales May Illuminate With This Condition.",These Conditions May Increase The Risk Of A Crash.,"Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To Both The Bcm And Harness Connector And On The Bas And Harness Connector, And Relearn The Brake Pedal Home Position Free Of Charge.",,
1G1ZC5E02CF380599,Yes,incomplete,Brake Lamp Malfunction,,,"Some 2004-2012 Model Year Chevrolet Malibu, 2004-2007 Model Year Chevrolet Malibu Maxx, 2005-2010 Model Year Pontiac G6, And 2007-2009 Model Year Saturn Aura Vehicles May Have A Condition Where Increased Resistance In The Body Control Module (Bcm) Connection System Can Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Brake Lamp Malfunction. Specifically, The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.

This Special Coverage Covers The Condition Described Above For A Period Of 15 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.","The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.","Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To The Bcm X2 (C2) Connector And The Bas Harness Connector, And Relearn The Brake Pedal Home Position.  The Repairs Will Be Made At No Charge To The Customer.",,
1G1ZC5E02CF380599,Yes,incomplete,Driver'S Front Seat Belt Anchor Pretensioner Cable,,,"Certain 2011-2012 Model Year Chevrolet Malibu Vehicles Were Previously Involved In Safety Recall 15031, “Safety Belt Lap Anchor Tensioner Cable”. In These Vehicles, If A Driver Repeatedly Sits On The Seat Belt Cable Cover Located At The Base Of The Driver’S Seat When Entering The Vehicle, It May Cause The Seat Belt Pretensioner To Bend Sharply Over The Seat Side Shield. If This Continues To Occur Over An Extended Period Of Time, Which Is Very Rare, The Seat Belt Pretensioner Cable May Fatigue And Eventually Separate, Which Could Reduce The Effectiveness Of The Vehicle’S Seat Belts.  Before Any Damage Occurs To The Pretensioner Cable Itself, Signs Of Wear Will Be Visible On The Pretensioner Cable Cover Where It Has Been Repeatedly Bent Over The Seat Side Shield.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Inspect And Replace The Driver Seat Belt Lap Anchor Pretensioner And Replace If Necessary.  The Repairs Will Be Made At No Charge To The Customer.,,
1G1ZC5E02CF380599,Yes,complete,Safety Belt Lap Anchor Tensioner Cable,15V269,2015-05-06,General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2011-2012 Model Year Chevrolet Malibu Vehicles.  The Flexible Steel Cable That Connects The Safety Belt To The Vehicle At The Outside Of The Front Outboard Seating Positions Can Fatigue And Separate Over Time As A Result Of Occupant Movement Into The Seat.,"In A Crash, A Fatigued Cable Could Break, Reducing The Effectiveness Of The Vehicle’S Safety Belts And Increasing The Risk Of Injury To The Occupant.","Dealers Will Replace The Outboard Lap Anchor Mounting Bracket To Re-Locate The Tensioner 30Mm Rearward.   Dealers Will Also Inspect The Cable, And If Necessary, Replace The Lap Pretensioner. These Repairs Will Be Completed Free Of Charge.",,
1G1ZC5E02CF380599,Yes,incomplete,Loss Of Electric Power Steering Assist,,,"On Some 2007-2012 Model Year Chevrolet Malibu, 2007-2010 Model Year Pontiac G6, Or 2007-2010 Model Year Saturn Aura Vehicles Equipped With Electric Power Steering Assist (Eps), The Steering Column Torque Sensor Or The Eps Motor/Controller May Cause The Vehicle To Suddenly Lose Eps. If The Vehicle Loses Eps, The Vehicle’S Driver Information Center Will Display A Warning Message And A Warning Chime Will Sound. The Vehicle Will Revert To A Manual Steering Mode, Which Requires Greater Driver Effort To Operate At Low Vehicle Speeds.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
